Mortgage,Balance,Amount Past Due,Delinquency,Inquiry,Open Trade,Utilization,Gender,Race,Status
184162.87,2029.68,0.0,0,1,7,0.325354,1,0,0
189611.44,1185.65,0.0,0,4,5,0.273869,0,1,0
244574.41,2598.81,0.0,1,3,9,0.254803,1,0,1
129260.34,1342.36,0.0,0,0,0,0.079533,1,0,0
199984.22,2094.58,0.0,0,0,10,0.111606,0,1,0
178448.23,6290.8,0.0,0,0,11,0.074724,0,0,0
198834.49,2829.4,0.0,0,0,3,0.15738,0,0,0
129997.87,628.08,0.0,0,1,2,0.432305,0,0,0
84625.95,343.19,0.0,0,0,9,0.144941,1,0,0
55620.99,5687.43,0.0,0,0,3,0.21185,1,0,0
112956.95,2159.18,0.0,0,0,14,0.336772,1,0,1
152479.48,3571.79,0.0,0,0,11,0.270477,0,0,0
162408.5,1740.25,0.0,0,0,14,0.189687,0,1,0
296233.87,1745.49,0.0,0,0,8,0.352947,1,0,0
246359.6,14411.94,422.59,0,0,14,0.32955,0,0,1
122274.53,4963.55,0.0,0,3,0,0.441582,0,0,1
200862.51,132.19,0.0,0,0,4,0.177495,0,0,0
155575.31,378.41,0.0,0,0,0,0.191905,1,1,0
162938.17,895.21,0.0,0,0,10,0.268203,1,0,0
191119.54,850.71,152.74,0,0,7,0.161559,0,0,0
217150.27,392.95,504.92,0,0,4,0.032773,1,1,0
159644.49,2215.92,0.0,0,0,4,0.341649,0,0,0
243831.09,1111.04,42.03,2,0,9,0.530842,0,0,1
111483.71,4340.77,0.0,0,0,2,0.244214,0,1,0
180380.34,872.33,0.0,0,1,7,0.253899,1,0,0
335860.42,1491.6,0.0,0,0,9,0.173367,0,1,0
193384.78,1094.47,0.0,0,0,3,0.508912,0,1,0
265992.87,2125.6,0.0,2,1,3,0.055976,0,1,1
185491.21,577.76,623.91,0,0,5,0.482008,1,0,0
214846.63,3536.81,0.0,0,0,8,0.478053,1,1,1
176593.01,6839.99,0.0,3,0,3,0.25924,0,0,1
169775.55,138.25,266.08,0,0,5,0.171023,1,0,0
133231.06,8.72,0.0,0,0,8,0.408892,0,1,0
205818.08,1063.91,0.0,0,5,2,0.399338,0,0,0
128907.77,1545.9,0.0,0,5,8,0.301947,1,1,0
219935.11,2594.14,0.0,0,4,2,0.069393,1,0,0
245117.22,1068.35,0.0,0,0,2,0.555363,0,0,0
201991.88,1245.23,0.0,2,0,3,0.227579,1,0,0
162825.08,1859.12,0.0,2,0,4,0.347779,0,1,0
207237.93,1006.23,0.0,0,0,0,0.050071,1,0,0
161479.62,6827.95,0.0,0,0,14,0.063284,1,0,0
236132.83,133.38,0.0,0,0,4,0.085485,1,0,0
70115.63,240.61,0.0,0,0,12,0.358976,0,1,0
159863.56,1491.88,0.0,0,0,13,0.490634,1,0,0
60551.28,619.38,0.0,0,0,12,0.061947,1,0,0
90296.35,3458.64,0.0,0,1,12,0.286432,0,0,0
261831.73,853.12,136.93,0,0,1,0.525722,0,0,0
233711.1,457.41,0.0,0,2,5,0.039292,1,0,0
136831.19,353.25,0.0,0,0,11,0.544818,0,0,0
89849.79,1935.65,161.53,0,0,8,0.184809,1,1,1
2128.27,357.21,0.0,1,0,0,0.563614,0,1,1
147390.27,1132.31,0.0,0,0,8,0.206752,1,0,0
325224.9,2286.55,0.0,1,0,12,0.321955,0,0,0
206093.06,2581.25,0.0,0,0,12,0.24664,1,0,0
146425.66,958.87,0.0,1,1,5,0.157885,1,1,0
207904.81,94.33,0.0,0,0,3,0.147715,0,0,0
86342.5,902.3,108.33,0,0,4,0.217576,1,0,0
162160.6,1086.35,0.0,2,3,4,0.320324,1,1,1
185968.65,1238.07,0.0,0,0,5,0.490715,0,0,0
174833.96,545.91,0.0,0,1,4,0.219922,0,0,0
227448.37,8413.25,89.31,0,0,6,0.548811,1,0,1
200678.71,2768.47,0.0,0,0,0,0.507968,1,0,0
220099.56,187.53,0.0,0,0,4,0.309251,0,0,0
138697.66,169.29,0.0,0,0,4,0.261362,1,1,1
233868.92,1195.12,0.0,1,1,2,0.371841,0,0,0
277736.22,3202.88,0.0,0,0,13,0.106468,0,0,0
121791.03,173.34,0.0,0,0,10,0.111024,1,1,0
126738.26,3227.89,0.0,0,0,13,0.22041,0,1,0
260147.06,2141.32,0.0,1,2,8,0.21974,0,0,0
168519.36,3338.82,606.69,0,1,1,0.346342,0,1,1
264229.28,3458.0,0.0,0,3,13,0.22087,0,0,1
153447.86,2773.81,0.0,0,1,6,0.582656,0,0,0
267302.73,1892.13,313.36,0,1,10,0.093684,1,0,0
187889.15,4186.5,0.0,1,0,5,0.31868,0,0,0
195493.73,2000.27,0.0,0,2,7,0.219352,1,1,0
273883.08,1703.9,0.0,0,0,7,0.48985,1,1,1
158293.77,1500.8,0.0,0,0,4,0.625249,0,0,0
123532.67,2800.74,0.0,0,1,8,0.119227,0,0,0
153086.15,697.46,118.6,0,0,11,0.053499,1,1,1
207140.04,8587.05,0.0,0,0,0,0.202366,0,0,0
86054.46,3219.19,0.0,0,0,1,0.288372,0,0,0
218248.25,358.07,0.0,0,0,12,0.134067,1,0,0
147673.72,2539.2,0.0,0,2,8,0.197893,1,0,0
248868.76,2638.21,0.0,0,0,14,0.226982,1,0,0
36344.38,262.43,0.0,0,2,9,0.48485,0,1,0
132806.05,1121.64,0.0,0,0,9,0.095136,0,0,0
78811.91,684.97,152.72,0,1,13,0.158832,0,0,0
130426.23,402.68,0.0,0,0,9,0.173766,1,1,1
194859.95,590.18,0.0,0,3,4,0.301474,0,0,0
169246.4,2738.86,0.0,0,0,7,0.469467,0,1,1
164797.35,1408.61,0.0,0,0,3,0.25159,0,0,0
170448.91,697.45,0.0,0,0,5,0.192579,1,0,0
192203.29,461.22,0.0,0,0,10,0.089694,1,0,0
119487.84,3605.61,0.0,0,0,2,0.292007,0,1,0
222410.98,1233.13,0.0,0,1,10,0.194622,0,0,0
219759.96,2416.94,0.0,0,3,8,0.145522,0,1,0
203102.28,1111.42,0.0,0,1,4,0.191684,0,0,1
213392.01,597.35,0.0,1,0,0,0.150045,0,0,0
197785.08,2802.25,0.0,0,0,10,0.134481,0,1,0
302104.4,1446.45,0.0,1,2,12,0.164096,1,0,1
174774.35,2068.26,0.0,0,2,10,0.191672,1,1,1
161575.01,3783.04,0.0,0,0,6,0.165562,1,0,0
134788.35,5149.8,0.0,0,3,9,0.412235,1,0,1
118064.24,2549.44,0.0,0,0,6,0.242266,0,1,0
105331.69,1952.5,0.0,1,2,5,0.095612,0,0,0
126672.16,3182.69,0.0,0,3,4,0.124573,0,0,0
175759.18,647.48,0.0,2,1,3,0.139627,1,0,1
200057.71,777.53,0.0,0,0,14,0.861069,0,1,0
183068.52,2620.82,0.0,1,1,9,0.190705,0,0,0
134067.88,772.47,0.0,2,0,2,0.261667,0,0,0
234011.07,760.6,0.0,0,1,12,0.050776,0,1,0
224364.76,4252.98,536.55,0,0,2,0.200768,1,0,1
170421.1,3383.7,0.0,0,1,8,0.527412,1,1,1
140825.03,797.03,0.0,0,2,2,0.16769,0,1,0
212905.68,1212.01,299.64,2,0,5,0.516467,1,0,1
191278.42,3486.85,0.0,0,0,9,0.125844,0,1,0
93112.36,197.29,0.0,0,1,14,0.248221,0,0,0
175921.18,2551.77,0.0,0,0,14,0.264398,0,0,0
195722.15,375.27,0.0,0,0,13,0.153557,1,0,0
126018.31,3907.23,0.0,3,0,3,0.274607,1,0,1
191390.6,1281.91,0.0,0,0,1,0.40323,0,0,0
92710.65,351.01,0.0,0,1,13,0.41566,1,0,1
260171.17,0.97,0.0,2,1,13,0.561019,0,0,0
254877.0,64.94,0.0,0,0,4,0.237328,0,0,0
164848.96,793.81,0.0,0,0,0,0.434006,1,0,0
201807.26,3075.11,226.73,0,0,9,0.173431,1,1,1
35404.68,72.31,0.0,0,0,1,0.597707,1,0,1
110619.14,2674.85,0.0,0,1,0,0.124152,1,0,0
162373.26,4474.85,0.0,1,0,14,0.376911,0,0,0
115672.02,857.91,0.0,0,0,7,0.206253,1,0,0
222863.79,2674.72,0.0,1,3,1,0.155466,1,0,1
299837.79,32.81,45.57,1,0,9,0.107626,0,0,0
109403.12,259.8,0.0,1,1,5,0.432749,0,0,1
129752.2,571.55,0.0,0,0,8,0.111216,1,1,0
194126.9,1108.36,0.0,0,0,13,0.467033,0,0,0
276666.97,2476.41,0.0,0,0,3,0.398763,0,0,0
106657.54,3479.05,0.0,0,1,9,0.257165,1,1,0
194942.17,951.39,0.0,0,2,12,0.584595,1,0,0
289277.93,1438.94,245.63,0,0,6,0.407233,1,0,1
80894.45,8030.35,0.0,0,0,14,0.059042,1,0,0
103135.85,1585.44,0.0,0,0,6,0.310872,0,0,0
154583.6,1065.09,0.0,0,1,6,0.381548,1,0,0
148764.7,3447.96,328.31,0,1,13,0.203182,0,0,0
228756.08,10920.08,555.25,0,1,9,0.265535,1,0,1
194499.58,1079.2,0.0,1,2,13,0.345676,0,1,0
73502.28,2207.09,0.0,0,0,11,0.249063,1,0,0
210924.62,4923.36,0.0,1,1,10,0.176299,1,0,0
145347.67,894.33,0.0,1,1,3,0.113265,1,0,0
256466.83,1177.4,0.0,0,0,5,0.56662,0,1,1
142344.75,1556.45,0.0,0,2,12,0.22366,0,0,0
141803.08,1713.98,0.0,0,0,9,0.361355,0,0,0
212467.9,2676.2,528.72,0,1,4,0.205515,0,0,0
225775.59,2401.25,0.0,0,1,4,0.444288,1,1,0
206885.96,1091.76,0.0,0,2,11,0.239926,0,0,0
78864.16,5136.15,0.0,1,0,2,0.485287,1,0,0
212282.07,1138.13,434.87,2,0,1,0.301024,0,0,1
117941.52,538.14,0.0,1,2,11,0.056071,0,0,0
194116.57,1954.29,0.0,0,1,4,0.15709,1,0,0
94575.93,3669.94,426.32,0,0,11,0.273243,0,0,0
206779.33,625.46,0.0,3,1,8,0.263345,0,0,0
131604.07,1789.8,0.0,0,0,14,0.45496,0,1,0
103041.92,798.94,0.0,0,1,7,0.435811,0,1,0
222829.21,65.87,0.0,0,2,13,0.30399,1,0,0
194498.67,556.28,0.0,0,0,12,0.195879,0,0,0
143161.39,2341.84,0.0,0,0,3,0.084263,0,0,0
267070.73,2810.66,0.0,0,3,14,0.149112,1,0,1
153560.85,529.64,37.8,0,1,11,0.168966,0,0,0
181926.46,1990.23,0.0,0,2,1,0.194464,1,0,0
196134.81,1121.88,0.0,0,0,0,0.223625,0,1,0
142820.04,1857.0,0.0,0,5,4,0.1216,1,0,0
208268.18,77.89,0.0,0,0,0,0.293459,0,1,0
147992.86,314.62,0.0,1,0,5,0.07202,0,0,0
155301.7,434.01,915.28,0,0,14,0.131542,1,0,1
261758.56,684.27,0.0,0,1,7,0.235979,1,0,0
117564.84,1095.5,0.0,0,2,0,0.125522,1,0,0
35233.18,1139.85,0.0,0,1,7,0.080899,1,0,0
276656.22,1115.54,0.0,1,1,3,0.568494,0,0,1
332959.68,279.29,0.0,0,0,12,0.316248,1,0,0
155683.84,5780.34,0.0,0,0,1,0.173444,1,0,0
63789.72,838.64,0.0,0,0,11,0.405276,0,0,0
161370.96,1606.04,519.39,0,0,6,0.414979,0,0,0
162826.62,3968.49,0.0,3,0,0,0.262629,0,0,0
168604.57,273.78,0.0,1,2,10,0.427493,1,1,0
113196.72,1674.12,0.0,2,1,6,0.14014,0,0,0
214773.67,995.62,427.86,1,1,11,0.264434,0,0,0
211470.44,3356.96,0.0,0,0,9,0.431617,1,0,0
90335.66,1318.12,0.0,1,0,11,0.194638,1,0,0
221951.8,865.02,0.0,0,0,6,0.556621,0,0,0
303161.1,26.69,0.0,1,0,0,0.189402,1,0,0
190317.62,5404.05,0.0,0,0,1,0.207837,0,0,0
159760.49,228.15,0.0,0,0,6,0.17384,1,0,0
171479.81,1955.42,0.0,0,0,5,0.211651,0,0,0
216915.41,742.04,0.0,1,1,11,0.109377,0,1,0
76159.7,6590.37,0.0,0,0,6,0.303185,1,1,1
189863.44,333.06,0.0,0,0,12,0.368767,0,0,0
156572.16,5420.11,0.0,0,0,2,0.193559,0,0,0
290869.5,8272.21,0.0,2,0,5,0.583965,0,0,0
169549.64,631.93,0.0,0,0,11,0.344476,1,0,0
280073.26,223.27,0.0,0,0,1,0.042205,1,0,0
113775.56,2125.89,0.0,0,1,4,0.248507,1,0,0
215235.55,611.7,346.71,0,0,11,0.561041,1,0,1
199164.02,784.12,0.0,0,2,8,0.14793,1,0,0
127857.17,2705.6,0.0,0,0,11,0.060745,0,0,0
190643.77,4238.3,0.0,1,0,7,0.540932,0,1,0
252751.13,1859.91,0.0,1,0,12,0.280184,1,1,0
160572.5,3285.29,0.0,2,0,13,0.331887,1,0,1
78482.24,244.3,0.0,0,0,14,0.066941,1,0,0
178946.23,5007.99,0.0,0,2,1,0.338049,1,0,0
125854.61,275.44,0.0,0,0,8,0.193265,0,0,0
159459.54,238.84,0.0,1,1,1,0.241911,1,0,1
175104.73,610.69,0.0,0,0,3,0.576329,1,1,1
77660.87,1498.95,0.0,0,0,4,0.1897,1,0,0
83060.5,364.94,0.0,0,0,9,0.332519,1,0,0
208924.01,5154.08,0.0,0,0,6,0.312472,1,1,0
148636.88,504.55,0.0,0,0,12,0.460281,1,0,0
26115.34,4290.81,0.0,0,3,4,0.11802,0,0,0
227090.64,4993.27,0.0,0,1,9,0.2252,1,1,0
196342.19,1137.39,39.57,0,5,11,0.060989,0,1,0
137167.51,4494.18,0.0,0,0,14,0.215255,0,0,0
100990.19,3329.59,0.0,1,1,3,0.259188,0,1,1
230148.47,1044.17,0.0,0,1,11,0.302538,0,0,0
200961.04,3354.81,0.0,0,1,1,0.206706,0,0,0
322956.14,2304.97,0.0,1,4,8,0.256892,1,0,1
205211.32,662.89,0.0,0,1,6,0.435836,1,1,0
203262.19,7434.47,0.0,0,2,14,0.175641,1,1,1
169984.32,1941.8,0.0,0,1,11,0.086417,0,0,0
229006.55,3734.33,0.0,1,0,13,0.156417,0,0,0
217505.11,1128.25,0.0,0,1,12,0.303049,1,1,1
